Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
138.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,60.0,57.12
216.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,60.0,40.78
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
36.0,450.0,202.5,0.45,18.0,1731.5,0.5,0.5,25.0,48.91
186.0,420.0,231.0,0.55,16.8,1733.0,0.7,0.3,25.0,26.17
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
104.0,420.0,189.0,0.45,16.8,1775.0,0.6,0.4,25.0,46.08
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
130.0,380.0,209.0,0.55,15.2,1795.0,0.6,0.4,60.0,55.26
66.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,60.0,50.64
157.0,450.0,225.0,0.5,18.0,1709.0,0.6,0.4,60.0,61.3
238.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,60.0,35.2
153.0,440.0,220.0,0.5,17.6,1724.0,0.6,0.4,60.0,61.61
156.0,450.0,202.5,0.45,18.0,1731.5,0.6,0.4,60.0,56.56
