Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
230.0,430.0,236.5,0.55,17.2,1717.5,0.7,0.3,60.0,32.59
179.0,400.0,240.0,0.6,16.0,1744.0,0.7,0.3,25.0,25.3
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
20.0,410.0,184.5,0.45,16.4,1789.5,0.5,0.5,25.0,56.62
29.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,25.0,59.75
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
14.0,390.0,214.5,0.55,15.6,1779.5,0.5,0.5,25.0,49.0
21.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,25.0,60.28
181.0,410.0,205.0,0.5,16.4,1769.0,0.7,0.3,25.0,37.85
17.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,25.0,60.18
101.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,25.0,50.43
33.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,25.0,59.23
25.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,25.0,60.38
57.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,60.0,64.6
