Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
91.0,380.0,228.0,0.6,15.2,1776.0,0.6,0.4,25.0,46.27
174.0,390.0,214.5,0.55,15.6,1779.5,0.7,0.3,25.0,28.6
4.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,25.0,55.62
157.0,450.0,225.0,0.5,18.0,1709.0,0.6,0.4,60.0,61.3
94.0,390.0,214.5,0.55,15.6,1779.5,0.6,0.4,25.0,45.75
105.0,420.0,210.0,0.5,16.8,1754.0,0.6,0.4,25.0,51.22
153.0,440.0,220.0,0.5,17.6,1724.0,0.6,0.4,60.0,61.61
233.0,440.0,220.0,0.5,17.6,1724.0,0.7,0.3,60.0,44.18
152.0,440.0,198.0,0.45,17.6,1746.0,0.6,0.4,60.0,57.27
77.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,60.0,61.9
73.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,60.0,62.65
74.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,60.0,53.2
69.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,60.0,63.47
149.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,60.0,61.95
