Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
29.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,25.0,59.75
34.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,25.0,47.71
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
28.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,25.0,54.14
33.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,25.0,59.23
21.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,25.0,60.28
25.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,25.0,60.38
10.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,25.0,49.86
65.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,60.0,64.28
145.0,420.0,210.0,0.5,16.8,1754.0,0.6,0.4,60.0,62.29
77.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,60.0,61.9
57.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,60.0,64.6
41.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,60.0,65.26
