Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
236.0,450.0,202.5,0.45,18.0,1731.5,0.7,0.3,60.0,38.63
92.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,25.0,44.21
134.0,390.0,214.5,0.55,15.6,1779.5,0.6,0.4,60.0,56.19
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
186.0,420.0,231.0,0.55,16.8,1733.0,0.7,0.3,25.0,26.17
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
147.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,60.0,56.64
66.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,60.0,50.64
157.0,450.0,225.0,0.5,18.0,1709.0,0.6,0.4,60.0,61.3
156.0,450.0,202.5,0.45,18.0,1731.5,0.6,0.4,60.0,56.56
141.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,60.0,61.51
