Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
113.0,440.0,220.0,0.5,17.6,1724.0,0.6,0.4,25.0,50.89
213.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,60.0,43.03
78.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,60.0,54.38
161.0,360.0,180.0,0.5,14.4,1844.0,0.7,0.3,25.0,36.19
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
198.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,25.0,25.71
38.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,25.0,48.45
74.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,60.0,53.2
79.0,450.0,270.0,0.6,18.0,1664.0,0.5,0.5,60.0,53.79
159.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,60.0,49.83
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
77.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,60.0,61.9
73.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,60.0,62.65
