Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
201.0,360.0,180.0,0.5,14.4,1844.0,0.7,0.3,60.0,42.56
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
115.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,25.0,46.01
137.0,400.0,200.0,0.5,16.0,1784.0,0.6,0.4,60.0,60.68
120.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,60.0,55.57
14.0,390.0,214.5,0.55,15.6,1779.5,0.5,0.5,25.0,49.0
53.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,60.0,64.76
133.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,60.0,59.86
61.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,60.0,64.43
50.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,60.0,52.46
73.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,60.0,62.65
57.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,60.0,64.6
58.0,400.0,220.0,0.55,16.0,1764.0,0.5,0.5,60.0,51.54
