Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
77.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,60.0,61.9
91.0,380.0,228.0,0.6,15.2,1776.0,0.6,0.4,25.0,46.27
173.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,25.0,37.18
45.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,60.0,65.09
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
46.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,60.0,52.93
49.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,60.0,64.93
53.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,60.0,64.76
52.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,60.0,59.73
5.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,25.0,59.88
144.0,420.0,189.0,0.45,16.8,1775.0,0.6,0.4,60.0,58.8
133.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,60.0,59.86
129.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,60.0,59.03
57.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,60.0,64.6
