Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
28.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,25.0,54.14
206.0,370.0,203.5,0.55,14.8,1810.5,0.7,0.3,60.0,33.49
225.0,420.0,210.0,0.5,16.8,1754.0,0.7,0.3,60.0,43.5
203.0,360.0,216.0,0.6,14.4,1808.0,0.7,0.3,60.0,25.58
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
69.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,60.0,63.47
61.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,60.0,64.43
17.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,25.0,60.18
25.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,25.0,60.38
43.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,60.0,52.4
41.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,60.0,65.26
