Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
194.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,25.0,25.88
81.0,360.0,180.0,0.5,14.4,1844.0,0.6,0.4,25.0,47.92
199.0,450.0,270.0,0.6,18.0,1664.0,0.7,0.3,25.0,20.76
173.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,25.0,37.18
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
80.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,25.0,43.32
95.0,390.0,234.0,0.6,15.6,1760.0,0.6,0.4,25.0,46.35
82.0,360.0,198.0,0.55,14.4,1826.0,0.6,0.4,25.0,46.87
87.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,25.0,46.2
37.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,25.0,58.53
36.0,450.0,202.5,0.45,18.0,1731.5,0.5,0.5,25.0,48.91
30.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,25.0,47.15
77.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,60.0,61.9
73.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,60.0,62.65
