Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
136.0,400.0,180.0,0.45,16.0,1804.0,0.6,0.4,60.0,57.75
156.0,450.0,202.5,0.45,18.0,1731.5,0.6,0.4,60.0,56.56
147.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,60.0,56.64
65.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,60.0,64.28
13.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,25.0,60.08
62.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,60.0,51.07
105.0,420.0,210.0,0.5,16.8,1754.0,0.6,0.4,25.0,51.22
69.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,60.0,63.47
73.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,60.0,62.65
25.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,25.0,60.38
64.0,420.0,189.0,0.45,16.8,1775.0,0.5,0.5,60.0,57.54
61.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,60.0,64.43
46.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,60.0,52.93
57.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,60.0,64.6
