Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
107.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,25.0,46.57
143.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,60.0,55.78
55.0,390.0,234.0,0.6,15.6,1760.0,0.5,0.5,60.0,50.9
135.0,390.0,234.0,0.6,15.6,1760.0,0.6,0.4,60.0,53.96
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
99.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,25.0,46.42
151.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,60.0,54.31
223.0,410.0,246.0,0.6,16.4,1728.0,0.7,0.3,60.0,27.16
147.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,60.0,56.64
139.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,60.0,54.87
155.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,60.0,51.98
148.0,430.0,193.5,0.45,17.2,1760.5,0.6,0.4,60.0,58.03
60.0,410.0,184.5,0.45,16.4,1789.5,0.5,0.5,60.0,58.24
