Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
134.0,390.0,214.5,0.55,15.6,1779.5,0.6,0.4,60.0,56.19
91.0,380.0,228.0,0.6,15.2,1776.0,0.6,0.4,25.0,46.27
220.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,60.0,40.59
174.0,390.0,214.5,0.55,15.6,1779.5,0.7,0.3,25.0,28.6
54.0,390.0,214.5,0.55,15.6,1779.5,0.5,0.5,60.0,52.0
80.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,25.0,43.32
132.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,60.0,57.2
128.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,60.0,56.66
140.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,60.0,58.29
141.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,60.0,61.51
139.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,60.0,54.87
61.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,60.0,64.43
60.0,410.0,184.5,0.45,16.4,1789.5,0.5,0.5,60.0,58.24
65.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,60.0,64.28
