Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
169.0,380.0,190.0,0.5,15.2,1814.0,0.7,0.3,25.0,36.85
9.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,25.0,59.98
35.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,25.0,47.61
221.0,410.0,205.0,0.5,16.4,1769.0,0.7,0.3,60.0,43.35
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
13.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,25.0,60.08
25.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,25.0,60.38
61.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,60.0,64.43
58.0,400.0,220.0,0.55,16.0,1764.0,0.5,0.5,60.0,51.54
76.0,450.0,202.5,0.45,18.0,1731.5,0.5,0.5,60.0,54.97
129.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,60.0,59.03
141.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,60.0,61.51
53.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,60.0,64.76
133.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,60.0,59.86
