Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
105.0,420.0,210.0,0.5,16.8,1754.0,0.6,0.4,25.0,51.22
200.0,360.0,162.0,0.45,14.4,1862.0,0.7,0.3,60.0,41.53
157.0,450.0,225.0,0.5,18.0,1709.0,0.6,0.4,60.0,61.3
99.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,25.0,46.42
32.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,25.0,51.9
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
237.0,450.0,225.0,0.5,18.0,1709.0,0.7,0.3,60.0,44.49
77.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,60.0,61.9
78.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,60.0,54.38
120.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,60.0,55.57
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
73.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,60.0,62.65
