Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
88.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,25.0,43.58
98.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,25.0,45.38
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
169.0,380.0,190.0,0.5,15.2,1814.0,0.7,0.3,25.0,36.85
2.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,25.0,51.61
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
8.0,380.0,171.0,0.45,15.2,1833.0,0.5,0.5,25.0,55.85
5.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,25.0,59.88
1.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,25.0,59.79
45.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,60.0,65.09
49.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,60.0,64.93
65.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,60.0,64.28
57.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,60.0,64.6
73.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,60.0,62.65
