Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
196.0,450.0,202.5,0.45,18.0,1731.5,0.7,0.3,25.0,33.81
187.0,420.0,252.0,0.6,16.8,1712.0,0.7,0.3,25.0,25.11
232.0,440.0,198.0,0.45,17.6,1746.0,0.7,0.3,60.0,39.19
174.0,390.0,214.5,0.55,15.6,1779.5,0.7,0.3,25.0,28.6
72.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,60.0,55.78
23.0,410.0,246.0,0.6,16.4,1728.0,0.5,0.5,25.0,47.43
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
77.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,60.0,61.9
43.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,60.0,52.4
157.0,450.0,225.0,0.5,18.0,1709.0,0.6,0.4,60.0,61.3
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
37.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,25.0,58.53
149.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,60.0,61.95
109.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,25.0,51.04
