Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
206.0,370.0,203.5,0.55,14.8,1810.5,0.7,0.3,60.0,33.49
213.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,60.0,43.03
109.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,25.0,51.04
234.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,60.0,33.95
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
20.0,410.0,184.5,0.45,16.4,1789.5,0.5,0.5,25.0,56.62
115.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,25.0,46.01
24.0,420.0,189.0,0.45,16.8,1775.0,0.5,0.5,25.0,56.86
216.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,60.0,40.78
