Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
174.0,390.0,214.5,0.55,15.6,1779.5,0.7,0.3,25.0,28.6
193.0,440.0,220.0,0.5,17.6,1724.0,0.7,0.3,25.0,38.66
31.0,430.0,258.0,0.6,17.2,1696.0,0.5,0.5,25.0,47.59
180.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,25.0,36.24
238.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,60.0,35.2
176.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,25.0,35.76
71.0,430.0,258.0,0.6,17.2,1696.0,0.5,0.5,60.0,50.93
159.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,60.0,49.83
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
182.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,25.0,26.95
