Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
180.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,25.0,36.24
183.0,410.0,246.0,0.6,16.4,1728.0,0.7,0.3,25.0,25.2
206.0,370.0,203.5,0.55,14.8,1810.5,0.7,0.3,60.0,33.49
127.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,60.0,52.13
207.0,370.0,222.0,0.6,14.8,1792.0,0.7,0.3,60.0,28.3
66.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,60.0,50.64
89.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,25.0,47.91
72.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,60.0,55.78
124.0,370.0,166.5,0.45,14.8,1847.5,0.6,0.4,60.0,56.11
