Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
140.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,60.0,58.29
173.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,25.0,37.18
237.0,450.0,225.0,0.5,18.0,1709.0,0.7,0.3,60.0,44.49
83.0,360.0,216.0,0.6,14.4,1808.0,0.6,0.4,25.0,43.38
213.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,60.0,43.03
59.0,400.0,240.0,0.6,16.0,1744.0,0.5,0.5,60.0,50.41
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
194.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,25.0,25.88
141.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,60.0,61.51
44.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,60.0,61.22
