Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
11.0,380.0,228.0,0.6,15.2,1776.0,0.5,0.5,25.0,46.98
89.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,25.0,47.91
231.0,430.0,258.0,0.6,17.2,1696.0,0.7,0.3,60.0,27.77
174.0,390.0,214.5,0.55,15.6,1779.5,0.7,0.3,25.0,28.6
30.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,25.0,47.15
179.0,400.0,240.0,0.6,16.0,1744.0,0.7,0.3,25.0,25.3
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
96.0,400.0,180.0,0.45,16.0,1804.0,0.6,0.4,25.0,44.85
198.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,25.0,25.71
