Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
231.0,430.0,258.0,0.6,17.2,1696.0,0.7,0.3,60.0,27.77
229.0,430.0,215.0,0.5,17.2,1739.0,0.7,0.3,60.0,43.84
207.0,370.0,222.0,0.6,14.8,1792.0,0.7,0.3,60.0,28.3
126.0,370.0,203.5,0.55,14.8,1810.5,0.6,0.4,60.0,54.32
99.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,25.0,46.42
32.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,25.0,51.9
44.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,60.0,61.22
168.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,25.0,34.79
237.0,450.0,225.0,0.5,18.0,1709.0,0.7,0.3,60.0,44.49
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
