Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
210.0,380.0,209.0,0.55,15.2,1795.0,0.7,0.3,60.0,33.03
101.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,25.0,50.43
208.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,60.0,41.15
48.0,380.0,171.0,0.45,15.2,1833.0,0.5,0.5,60.0,60.47
125.0,370.0,185.0,0.5,14.8,1829.0,0.6,0.4,60.0,58.2
178.0,400.0,220.0,0.55,16.0,1764.0,0.7,0.3,25.0,27.77
15.0,390.0,234.0,0.6,15.6,1760.0,0.5,0.5,25.0,47.13
56.0,400.0,180.0,0.45,16.0,1804.0,0.5,0.5,60.0,58.98
212.0,390.0,175.5,0.45,15.6,1818.5,0.7,0.3,60.0,40.96
160.0,360.0,162.0,0.45,14.4,1862.0,0.7,0.3,25.0,33.83
