Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
205.0,370.0,185.0,0.5,14.8,1829.0,0.7,0.3,60.0,42.72
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
128.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,60.0,56.66
1.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,25.0,59.79
111.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,25.0,46.27
181.0,410.0,205.0,0.5,16.4,1769.0,0.7,0.3,25.0,37.85
141.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,60.0,61.51
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
15.0,390.0,234.0,0.6,15.6,1760.0,0.5,0.5,25.0,47.13
13.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,25.0,60.08
