Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
42.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,60.0,53.39
234.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,60.0,33.95
185.0,420.0,210.0,0.5,16.8,1754.0,0.7,0.3,25.0,38.16
123.0,360.0,216.0,0.6,14.4,1808.0,0.6,0.4,60.0,51.22
135.0,390.0,234.0,0.6,15.6,1760.0,0.6,0.4,60.0,53.96
7.0,370.0,222.0,0.6,14.8,1792.0,0.5,0.5,25.0,46.84
12.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,25.0,56.1
198.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,25.0,25.71
156.0,450.0,202.5,0.45,18.0,1731.5,0.6,0.4,60.0,56.56
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
