Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
213.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,60.0,43.03
67.0,420.0,252.0,0.6,16.8,1712.0,0.5,0.5,60.0,49.44
127.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,60.0,52.13
211.0,380.0,228.0,0.6,15.2,1776.0,0.7,0.3,60.0,28.01
58.0,400.0,220.0,0.55,16.0,1764.0,0.5,0.5,60.0,51.54
227.0,420.0,252.0,0.6,16.8,1712.0,0.7,0.3,60.0,26.89
175.0,390.0,234.0,0.6,15.6,1760.0,0.7,0.3,25.0,25.4
220.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,60.0,40.59
219.0,400.0,240.0,0.6,16.0,1744.0,0.7,0.3,60.0,27.44
197.0,450.0,225.0,0.5,18.0,1709.0,0.7,0.3,25.0,38.96
