Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
195.0,440.0,264.0,0.6,17.6,1680.0,0.7,0.3,25.0,22.4
51.0,380.0,228.0,0.6,15.2,1776.0,0.5,0.5,60.0,51.4
203.0,360.0,216.0,0.6,14.4,1808.0,0.7,0.3,60.0,25.58
64.0,420.0,189.0,0.45,16.8,1775.0,0.5,0.5,60.0,57.54
177.0,400.0,200.0,0.5,16.0,1784.0,0.7,0.3,25.0,37.52
71.0,430.0,258.0,0.6,17.2,1696.0,0.5,0.5,60.0,50.93
192.0,440.0,198.0,0.45,17.6,1746.0,0.7,0.3,25.0,34.86
59.0,400.0,240.0,0.6,16.0,1744.0,0.5,0.5,60.0,50.41
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
94.0,390.0,214.5,0.55,15.6,1779.5,0.6,0.4,25.0,45.75
