Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
208.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,60.0,41.15
15.0,390.0,234.0,0.6,15.6,1760.0,0.5,0.5,25.0,47.13
182.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,25.0,26.95
239.0,450.0,270.0,0.6,18.0,1664.0,0.7,0.3,60.0,29.46
179.0,400.0,240.0,0.6,16.0,1744.0,0.7,0.3,25.0,25.3
237.0,450.0,225.0,0.5,18.0,1709.0,0.7,0.3,60.0,44.49
189.0,430.0,215.0,0.5,17.2,1739.0,0.7,0.3,25.0,38.43
143.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,60.0,55.78
160.0,360.0,162.0,0.45,14.4,1862.0,0.7,0.3,25.0,33.83
140.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,60.0,58.29
